分類コード,区分名称,診療行為コード,診療行為,点数,総計,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月
D002,尿沈渣（鏡検法）,160005010,尿沈渣（鏡検法）,27,17792166,1517492,1452132,1479969,1598397,1507015,1471445,1539143,1468343,1512449,1446062,1381988,1417731
D002-2,尿沈渣（フローサイトメトリー法）,160159550,尿沈渣（フローサイトメトリー法）,24,2557040,210669,206573,210474,228828,217527,211138,223168,212272,217981,210004,198372,210034
D003,糞便検査,160005510,糞便塗抹顕微鏡検査（虫卵、脂肪及び消化状況観察を含む。）,20,15080,1229,1398,1910,1607,1249,1244,1107,1120,1145,1124,1018,929
D003,糞便検査,160005710,虫卵検出（集卵法）（糞便）,15,5212,410,458,630,546,419,455,477,443,350,382,315,327
D003,糞便検査,160006310,糞便中脂質,25,89,0,0,0,10,11,14,0,11,0,0,0,0
D003,糞便検査,160006410,虫体検出（糞便）,23,2164,152,179,168,187,168,175,220,161,175,168,191,220
D003,糞便検査,160006510,糞便中ヘモグロビン定性,37,1423281,124379,122959,136289,141358,116847,129597,132925,117086,101239,96986,102069,101547
D003,糞便検査,160006710,虫卵培養（糞便）,40,526,44,35,49,40,58,51,49,31,40,45,43,41
D003,糞便検査,160006810,糞便中ヘモグロビン,41,495815,43821,42475,47085,48245,39995,44876,46143,40714,35100,34865,36557,35939
D003,糞便検査,160112610,ウロビリン（糞便）,15,13,0,0,0,0,0,0,0,0,0,0,0,0
D003,糞便検査,160113110,糞便中ヘモグロビン及びトランスフェリン定性・定量,56,153103,13399,13313,14713,15276,12484,13693,14477,12666,10799,10720,10810,10753
D003,糞便検査,160210050,カルプロテクチン（糞便）,276,31778,2398,2338,2447,2654,2538,2635,2762,2736,2815,2815,2734,2906
D004,穿刺液・採取液検査,160058050,ヒューナー検査,20,92271,8180,7131,8491,8841,7519,7630,7842,7487,7092,6388,7503,8167
D004,穿刺液・採取液検査,160060910,精液一般検査,70,196583,16701,15116,18437,17949,16684,16339,15840,16086,15365,14274,17049,16743
D004,穿刺液・採取液検査,160061010,胃液又は十二指腸液一般検査,55,757,57,68,88,67,66,73,64,69,47,40,54,64
D004,穿刺液・採取液検査,160061110,髄液一般検査,62,28560,2271,2347,2439,2729,2591,2410,2629,2311,2387,2306,2025,2115
D004,穿刺液・採取液検査,160061210,頸管粘液一般検査,75,611709,51732,49131,53679,56775,49752,51727,53590,51803,48235,46302,49033,49950
D004,穿刺液・採取液検査,160163150,顆粒球エラスターゼ（子宮頸管粘液）,125,10420,929,874,920,1000,885,871,886,863,817,805,764,806
D004,穿刺液・採取液検査,160167150,顆粒球エラスターゼ定性（子宮頸管粘液）,100,11364,1010,1040,994,1118,1069,953,959,869,890,813,803,846
D004,穿刺液・採取液検査,160177810,ＩｇＧインデックス,426,2482,225,207,203,239,215,182,224,201,204,184,199,199
D004,穿刺液・採取液検査,160177910,ミエリン塩基性蛋白（ＭＢＰ）（髄液）,593,2747,216,226,215,252,234,208,262,200,251,207,234,242
D004,穿刺液・採取液検査,160178010,オリゴクローナルバンド,538,2912,229,239,220,284,262,216,275,221,273,214,241,238
D004,穿刺液・採取液検査,160182110,マイクロバブルテスト,200,0,0,0,0,0,0,0,0,0,0,0,0,0
D004,穿刺液・採取液検査,160184150,ＩｇＥ定性（涙液）,100,57651,5310,5528,5614,5775,5059,4465,4121,3795,3473,3499,5433,5579
D004,穿刺液・採取液検査,160190610,リン酸化タウ蛋白（髄液）,641,569,42,39,54,56,41,40,52,45,64,39,46,51
D004,穿刺液・採取液検査,160190710,タウ蛋白（髄液）,641,126,0,0,14,12,0,0,16,10,13,0,11,12
D004-2,悪性腫瘍組織検査,160178110,悪性腫瘍遺伝子検査（ＥＧＦＲ遺伝子検査）（リアルタイムＰＣＲ法以外）,2100,10541,1035,950,927,1033,931,833,919,837,850,745,723,758
D004-2,悪性腫瘍組織検査,160182210,抗悪性腫瘍剤感受性検査,2500,133,0,12,12,0,13,10,11,18,17,0,0,13
D004-2,悪性腫瘍組織検査,160190810,悪性腫瘍遺伝子検査（Ｋ－ｒａｓ遺伝子検査）,2100,1594,160,143,163,140,124,115,119,136,117,135,101,141
D004-2,悪性腫瘍組織検査,160190910,悪性腫瘍遺伝子検査（ＥＷＳ－Ｆｌｉ１遺伝子検査）,2100,13,0,0,0,0,0,0,0,0,0,0,0,0
D004-2,悪性腫瘍組織検査,160191010,悪性腫瘍遺伝子検査（ＴＬＳ－ＣＨＯＰ遺伝子検査）,2100,13,0,0,0,0,0,0,0,0,0,0,0,0
D004-2,悪性腫瘍組織検査,160191110,悪性腫瘍遺伝子検査（ＳＹＴ－ＳＳＸ遺伝子検査）,2100,27,0,0,0,0,0,0,0,0,0,0,0,0
D004-2,悪性腫瘍組織検査,160191210,悪性腫瘍遺伝子検査（ｃ－ｋｉｔ遺伝子検査）,2500,190,0,0,14,14,19,15,20,22,18,12,23,15
D004-2,悪性腫瘍組織検査,160191310,悪性腫瘍遺伝子検査（マイクロサテライト不安定性検査（家族性非ポリポージス大腸癌））,2100,4546,645,508,482,443,343,304,305,329,285,315,264,323
D004-2,悪性腫瘍組織検査,160191410,悪性腫瘍遺伝子検査（センチネルリンパ節生検に係る遺伝子検査）,2100,0,0,0,0,0,0,0,0,0,0,0,0,0
D004-2,悪性腫瘍組織検査,160202910,悪性腫瘍遺伝子検査（ＥＧＦＲ遺伝子検査）（リアルタイムＰＣＲ法）,2500,16414,1466,1422,1531,1558,1393,1295,1361,1291,1341,1246,1208,1302
D004-2,悪性腫瘍組織検査,160205250,悪性腫瘍遺伝子検査（ＢＲＡＦ遺伝子検査）,6520,3066,263,280,258,300,219,249,250,260,235,251,199,302
D004-2,悪性腫瘍組織検査,160205350,悪性腫瘍遺伝子検査（ＲＡＳ遺伝子検査）,2500,17575,1467,1527,1440,1503,1430,1350,1504,1380,1436,1495,1391,1652
D004-2,悪性腫瘍組織検査,160209950,悪性腫瘍遺伝子検査（ＲＯＳ１融合遺伝子検査）,2500,14458,1319,1212,1301,1446,1251,1178,1213,1163,1174,1048,1030,1123
D004-2,悪性腫瘍組織検査,160215250,悪性腫瘍遺伝子検査（ＢＲＡＦ遺伝子検査（ＰＣＲ－ｒＳＳＯ法））,2100,12891,991,1039,995,1061,1097,1006,1103,1003,1101,1156,1086,1253
D004-2,悪性腫瘍組織検査,160215550,悪性腫瘍遺伝子検査（マイクロサテライト不安定性検査（局所進行若しくは転移が認められた標準的な治療が困難な固形癌））,2100,21669,2047,1856,1897,1898,1774,1703,1667,1792,1690,1815,1730,1800
D004-2,悪性腫瘍組織検査,160216250,悪性腫瘍遺伝子検査（シークエンサーシステム・４項目一括）,11700,2638,0,0,0,58,159,227,300,357,351,348,398,431
D005,血液形態・機能検査,160007610,赤血球沈降速度（ＥＳＲ）,9,3056838,265813,266808,268736,282145,253828,250411,260313,243091,243490,246926,231924,243353
D005,血液形態・機能検査,160007710,好酸球数,17,106855,9694,9140,8947,8526,7804,8328,8681,8197,7529,8386,10776,10847
D005,血液形態・機能検査,160007910,網赤血球数,12,1558785,128369,127304,135236,144134,133916,135442,138482,128166,127007,123181,117096,120452
D005,血液形態・機能検査,160008010,末梢血液一般検査,21,96859524,8538841,8159524,8267490,8501858,7846178,7861286,8131722,7777351,7963686,8067385,7815070,7929133
D005,血液形態・機能検査,160008110,血液浸透圧,15,98731,7869,7814,8116,9479,10413,8657,8230,7732,8119,7905,7189,7208
D005,血液形態・機能検査,160008210,末梢血液像（鏡検法）,25,2647074,233621,230068,233929,242843,223893,217015,220309,207421,210742,212156,205501,209576
D005,血液形態・機能検査,160009310,血中微生物検査,40,652,45,54,56,53,116,103,40,51,43,49,22,20
D005,血液形態・機能検査,160009410,自己溶血試験,50,0,0,0,0,0,0,0,0,0,0,0,0,0
D005,血液形態・機能検査,160009510,血液粘稠度,50,87,0,0,0,0,0,0,13,12,0,0,13,0
D005,血液形態・機能検査,160009610,赤血球抵抗試験,45,199,16,23,21,17,20,13,21,14,13,15,12,14
D005,血液形態・機能検査,160010010,ヘモグロビンＡ１ｃ（ＨｂＡ１ｃ）,49,78834421,6937721,6583260,6566657,6755023,6386791,6344271,6670876,6416695,6602319,6621424,6391801,6557583
D005,血液形態・機能検査,160010210,ヘモグロビンＦ（ＨｂＦ）,60,1667,69,76,84,90,102,112,102,147,245,331,203,106
D005,血液形態・機能検査,160010410,骨髄像,837,73951,5904,6147,6163,6845,6391,6208,6680,6178,5767,6026,5574,6068
D005,血液形態・機能検査,160057410,造血器腫瘍細胞抗原検査（一連につき）,2000,73472,5895,6097,6136,6764,6186,6160,6497,6129,5831,5981,5635,6161
D005,血液形態・機能検査,160113310,ターミナルデオキシヌクレオチジルトランスフェラーゼ（ＴｄＴ）,250,512,45,30,59,43,38,53,48,42,39,32,31,52
D005,血液形態・機能検査,160122850,好酸球（鼻汁・喀痰）,15,1930315,199933,169831,143671,115618,98899,128871,152228,154116,124899,132087,287240,222922
D005,血液形態・機能検査,160143350,デオキシチミジンキナーゼ（ＴＫ）活性,233,20556,1865,1812,1742,1914,1693,1713,1776,1619,1681,1672,1460,1609
D005,血液形態・機能検査,160191510,末梢血液像（自動機械法）,15,38987501,3382734,3294250,3334092,3474419,3209845,3198671,3293824,3131915,3179042,3226843,3099235,3162631
D006,出血・凝固検査,160011410,出血時間,15,426467,35975,37381,36877,41111,36032,34691,37413,35562,31826,35834,31938,31827
D006,出血・凝固検査,160011610,毛細血管抵抗試験,19,533,60,62,53,62,46,40,38,44,37,28,34,29
D006,出血・凝固検査,160011810,血餅収縮能,19,180,0,0,13,21,14,18,16,15,25,14,0,15
D006,出血・凝固検査,160012010,プロトロンビン時間（ＰＴ）,18,17405366,1468668,1458507,1452628,1569932,1473871,1428672,1517174,1428570,1430680,1458157,1338068,1380439
D006,出血・凝固検査,160012110,トロンビン時間,25,5948,517,478,509,548,497,484,512,488,457,516,475,467
D006,出血・凝固検査,160012310,活性化部分トロンボプラスチン時間（ＡＰＴＴ）,29,10835131,885046,901785,903651,985516,921368,887910,945665,894117,885366,921100,839675,863932
D006,出血・凝固検査,160012610,フィブリノゲン半定量,23,1492001,122157,125046,125262,136343,128881,123137,129408,121843,122085,124929,114123,118787
D006,出血・凝固検査,160012750,蛇毒試験,28,0,0,0,0,0,0,0,0,0,0,0,0,0
D006,出血・凝固検査,160012850,ヘパリン抵抗試験,28,121,0,11,10,17,11,11,0,0,12,0,12,0
D006,出血・凝固検査,160013110,血小板粘着能,64,1640,166,125,154,176,123,147,138,123,110,119,115,144
D006,出血・凝固検査,160013310,フィブリンモノマー複合体定性,93,45547,3628,3586,3736,4009,3805,3761,4003,3724,3821,3971,3669,3834
D006,出血・凝固検査,160013510,トロンボエラストグラフ,28,561,52,43,42,65,55,43,47,41,56,40,36,41
D006,出血・凝固検査,160014250,プラスミン活性,80,80,14,0,0,0,0,0,0,0,0,0,0,0
D006,出血・凝固検査,160014310,血小板凝集能,50,67844,6262,5783,6016,6024,5556,5487,5951,5377,5702,5361,5213,5112
D006,出血・凝固検査,160014510,フィブリン・フィブリノゲン分解産物（ＦＤＰ）定性,80,490510,40568,41293,40790,44949,44020,40202,42326,39483,40370,40434,36642,39433
D006,出血・凝固検査,160014610,プラスミン,80,0,0,0,0,0,0,0,0,0,0,0,0,0
D006,出血・凝固検査,160015310,ｖｏｎ　Ｗｉｌｌｅｂｒａｎｄ因子（ＶＷＦ）活性,136,17974,1466,1354,1500,1741,1602,1431,1490,1374,1545,1576,1337,1558
D006,出血・凝固検査,160015410,凝固因子インヒビター（第８因子）,152,11487,919,903,891,1096,1177,849,925,817,1004,1070,856,980
D006,出血・凝固検査,160015510,凝固因子インヒビター（第９因子）,152,2261,169,158,178,228,226,187,160,142,187,214,184,228
D006,出血・凝固検査,160015610,ＰＩＶＫＡ－２,143,9893,879,851,862,798,757,811,876,837,809,822,797,794
D006,出血・凝固検査,160015710,プラスミノゲン活性,100,8287,725,721,750,791,713,661,663,681,640,679,633,630
D006,出血・凝固検査,160015810,プラスミン・プラスミンインヒビター複合体（ＰＩＣ）,162,16991,1448,1470,1402,1554,1512,1444,1506,1385,1382,1321,1195,1372
D006,出血・凝固検査,160015910,凝固因子（第２因子）,229,1095,91,94,86,97,114,78,89,89,87,108,89,73
D006,出血・凝固検査,160016010,凝固因子（第５因子）,229,1434,116,120,109,118,130,117,116,112,123,150,107,116
D006,出血・凝固検査,160016110,凝固因子（第７因子）,229,1604,128,155,130,138,167,110,113,139,135,145,130,114
D006,出血・凝固検査,160016210,凝固因子（第８因子）,229,20936,1674,1624,1604,1932,2131,1557,1658,1548,1821,1987,1620,1780
D006,出血・凝固検査,160016310,凝固因子（第９因子）,229,6501,493,495,512,626,673,517,523,461,527,572,525,577
D006,出血・凝固検査,160016410,凝固因子（第１０因子）,229,1335,102,124,102,116,125,95,109,117,111,136,115,83
D006,出血・凝固検査,160016510,凝固因子（第１１因子）,229,1690,111,137,123,177,162,142,138,134,136,151,138,141
D006,出血・凝固検査,160016610,凝固因子（第１３因子）,229,12871,1047,1003,967,1130,1034,1034,1134,1310,1198,1052,988,974
D006,出血・凝固検査,160016710,血小板第４因子（ＰＦ４）,178,1203,109,111,102,115,95,103,106,101,102,87,85,87
D006,出血・凝固検査,160016810,β－トロンボグロブリン（β－ＴＧ）,177,1173,106,103,96,108,99,105,97,99,99,83,91,87
D006,出血・凝固検査,160113410,クリオフィブリノゲン,23,769,33,47,41,47,42,58,98,87,61,101,80,74
D006,出血・凝固検査,160113510,アンチトロンビン活性,70,304436,25448,25266,25196,27770,26640,25088,26258,24582,25291,24957,22946,24994
D006,出血・凝固検査,160113610,α２－マクログロブリン,138,432,37,29,47,45,33,37,38,37,36,32,27,34
D006,出血・凝固検査,160113710,α１－アンチトリプシン,80,1763,153,121,169,193,163,159,152,156,158,110,120,109
D006,出血・凝固検査,160113810,Ｄダイマー定性,128,336936,27497,28223,28518,30103,28798,27384,29080,27408,28052,28461,25758,27654
D006,出血・凝固検査,160113910,プラスミンインヒビター（アンチプラスミン）,131,5867,534,504,526,566,482,482,504,453,474,444,438,460
D006,出血・凝固検査,160114010,Ｄダイマー,137,4534938,368206,374789,376232,407167,389337,372536,389221,368430,376978,385221,354337,372484
D006,出血・凝固検査,160114110,プロテインＣ活性,248,30043,2485,2554,2559,2810,2570,2472,2511,2411,2468,2445,2304,2454
D006,出血・凝固検査,160114210,トロンビン・アンチトロンビン複合体（ＴＡＴ）,186,42475,3596,3582,3649,4062,3683,3510,3813,3342,3389,3303,3093,3453
D006,出血・凝固検査,160121310,凝固因子（第１２因子）,229,9275,735,823,791,846,847,724,795,721,735,755,742,761
D006,出血・凝固検査,160124650,ｖｏｎ　Ｗｉｌｌｅｂｒａｎｄ因子（ＶＷＦ）抗原,155,5790,452,428,464,599,520,452,461,449,484,546,454,481
D006,出血・凝固検査,160124850,プロテインＳ活性,170,32620,2608,2688,2718,2959,2734,2669,2782,2774,2738,2636,2553,2761
D006,出血・凝固検査,160154150,ｔＰＡ・ＰＡＩ－１複合体,247,2251,188,206,203,197,203,184,204,164,174,161,181,186
D006,出血・凝固検査,160157050,トロンボモジュリン,205,3031,287,284,270,259,242,233,264,247,224,226,232,263
D006,出血・凝固検査,160157950,プロトロンビンフラグメントＦ１＋２,193,3963,372,401,343,346,363,321,329,303,298,281,307,299
D006,出血・凝固検査,160159850,フィブリンモノマー複合体,233,27937,2342,2362,2249,2431,2269,2345,2463,2298,2266,2305,2205,2402
D006,出血・凝固検査,160176450,トロンボテスト,18,219100,21490,20280,19614,20156,18814,18089,19125,17565,17225,16702,15316,14724
D006,出血・凝固検査,160182410,凝固因子インヒビター定性（クロスミキシング試験）,100,1152,83,86,109,107,112,96,97,86,92,101,83,100
D006,出血・凝固検査,160191610,フィブリノゲン定量,23,1747780,142572,146124,145306,159775,151487,143988,152074,143436,142913,147328,133474,139303
D006,出血・凝固検査,160191710,アンチトロンビン抗原,70,7548,620,597,614,685,705,659,678,645,581,613,544,607
D006,出血・凝固検査,160191810,フィブリン・フィブリノゲン分解産物（ＦＤＰ）半定量,80,7318,607,660,639,689,675,593,619,575,576,582,521,582
D006,出血・凝固検査,160191910,フィブリン・フィブリノゲン分解産物（ＦＤＰ）定量,80,552442,45623,46817,46319,50719,49517,46267,47296,44125,45091,45709,41271,43688
D006,出血・凝固検査,160192010,プラスミノゲン抗原,100,399,40,44,37,39,37,31,28,28,26,35,21,33
D006,出血・凝固検査,160192110,Ｄダイマー半定量,131,216457,17303,17618,18012,19516,18602,17982,18740,17360,18046,18644,16907,17727
D006,出血・凝固検査,160192210,プロテインＳ抗原,162,9993,804,842,846,928,841,814,873,794,815,851,814,771
D006,出血・凝固検査,160192310,プロテインＣ抗原,246,5347,422,443,442,496,432,423,496,433,460,459,419,422
D006,出血・凝固検査,160210710,ＡＤＡＭＴＳ１３活性,400,1060,77,63,82,79,81,93,98,122,95,80,86,104
D006,出血・凝固検査,160210810,ＡＤＡＭＴＳ１３インヒビター,600,743,51,45,59,54,60,66,67,85,63,63,57,73
D006-10,ＣＣＲ４タンパク（フローサイトメトリー法）,160200650,ＣＣＲ４タンパク（フローサイトメトリー法）,10000,132,13,0,13,10,11,0,0,11,12,10,13,14
D006-11,ＦＩＰ１Ｌ１－ＰＤＧＦＲα融合遺伝子検査,160209550,ＦＩＰ１Ｌ１－ＰＤＧＦＲα融合遺伝子検査,3300,154,0,13,14,15,13,20,10,13,14,0,10,17
D006-12,ＥＧＦＲ遺伝子検査（血漿）,160210250,ＥＧＦＲ遺伝子検査（血漿）,2100,2042,238,209,188,231,192,142,158,167,119,148,133,117
D006-13,骨髄微小残存病変量測定,160211510,骨髄微小残存病変量測定（遺伝子再構成の同定に用いるもの）,3500,26,0,0,0,0,0,0,0,0,0,0,0,0
D006-13,骨髄微小残存病変量測定,160211610,骨髄微小残存病変量測定（モニタリングに用いるもの）,2100,18,0,0,0,0,0,0,0,0,0,0,0,0
D006-2,造血器腫瘍遺伝子検査,160165210,造血器腫瘍遺伝子検査,2100,38668,3102,3010,3117,3466,3300,3277,3529,3320,3399,3390,2781,2977
D006-2,造血器腫瘍遺伝子検査,160215050,ＢＲＣＡ１／２遺伝子検査,20200,7038,337,361,390,648,655,663,720,646,652,703,619,644
D006-2,造血器腫瘍遺伝子検査,160215650,ＦＬＴ３遺伝子検査,4200,395,25,41,28,31,41,37,32,40,30,34,22,34
D006-3,Ｍａｊｏｒ　ＢＣＲ－ＡＢＬ１,160205810,Ｍａｊｏｒ　ＢＣＲ－ＡＢＬ１　（ｍＲＮＡ定量・国際標準値）（診断の補助に用いるもの）,2520,7701,745,644,598,703,665,610,715,627,619,643,568,564
D006-3,Ｍａｊｏｒ　ＢＣＲ－ＡＢＬ１,160205910,Ｍａｊｏｒ　ＢＣＲ－ＡＢＬ１　（ｍＲＮＡ定量・国際標準値）（モニタリングに用いるもの）,2520,74809,6003,5953,5981,6361,6030,6136,6540,5995,6655,6447,6051,6657
D006-3,Ｍａｊｏｒ　ＢＣＲ－ＡＢＬ１,160206010,Ｍａｊｏｒ　ＢＣＲ－ＡＢＬ１　（ｍＲＮＡ定量）（１以外のもの）,1200,6954,637,606,544,607,622,590,613,533,584,565,510,543
D006-3,Ｍａｊｏｒ　ＢＣＲ－ＡＢＬ１,160215850,膀胱がん関連遺伝子検査,1597,150,0,0,11,12,0,12,13,12,16,22,15,11
D006-4,遺伝学的検査,160210910,遺伝学的検査（処理が容易なもの）,3880,3611,252,266,295,336,366,264,294,311,295,328,282,322
D006-4,遺伝学的検査,160211010,遺伝学的検査（処理が複雑なもの）,5000,2810,198,197,203,302,262,207,259,220,260,256,195,251
D006-4,遺伝学的検査,160211110,遺伝学的検査（処理が極めて複雑なもの）,8000,1770,85,106,124,173,231,147,154,133,144,157,149,167
D006-4,遺伝学的検査,160211210,遺伝学的検査（処理が容易なもの）（（１）のエに掲げる遺伝子疾患の場合）,3880,767,60,51,63,63,61,60,79,63,76,65,54,72
D006-4,遺伝学的検査,160211310,遺伝学的検査（処理が複雑なもの）（（１）のエに掲げる遺伝子疾患の場合）,5000,693,57,58,56,63,66,43,49,55,60,65,49,72
D006-4,遺伝学的検査,160211410,遺伝学的検査（処理が極めて複雑なもの）（（１）のエに掲げる遺伝子疾患の場合）,8000,762,68,68,50,69,69,42,62,52,92,65,52,73
D006-4,遺伝学的検査,160215750,シークエンサーシステムを用いたＢＲＡＦ遺伝子検査,5000,2654,181,202,212,300,239,196,235,228,234,198,213,216
D006-4,遺伝学的検査,160216450,遺伝学的検査（シークエンサーシステム・プロファイリング）,8000,3539,0,0,0,47,148,226,344,429,501,552,598,693
D006-4,遺伝学的検査,160216550,遺伝学的検査（プロファイル、検討・説明料）,48000,2506,0,0,0,0,16,93,223,245,379,423,480,647
D006-4,遺伝学的検査,160216950,遺伝学的検査（ＮＴＲＫ融合遺伝子検査）,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
D006-5,染色体検査,160060710,染色体検査（全ての費用を含む）,2631,114163,9224,9281,9497,10727,9919,9477,10076,9439,9033,9324,8719,9447
D006-6,免疫関連遺伝子再構成,160178310,免疫関連遺伝子再構成,2504,8130,620,586,614,715,633,583,660,618,630,674,865,932
D006-6,免疫関連遺伝子再構成,160217050,ＪＡＫ２遺伝子検査,2504,481,0,0,0,0,0,0,0,0,0,50,159,272
D006-7,ＵＤＰグルクロン酸転移酵素遺伝子多型,160184650,ＵＤＰグルクロン酸転移酵素遺伝子多型,2100,20422,1628,1650,1800,1764,1675,1548,1724,1683,1624,1760,1676,1890
D006-7,ＵＤＰグルクロン酸転移酵素遺伝子多型,160216050,Ｎｕｄｉｘ　ｈｙｄｒｏｌａｓｅ　１５（ＮＵＤＴ１５）遺伝子多型検査,2100,10442,662,768,846,1022,962,868,951,866,901,828,834,934
D006-8,サイトケラチン１９（ＫＲＴ１９）ｍ－ＲＮＡ検出,160184550,サイトケラチン１９（ＫＲＴ１９）ｍＲＮＡ検出,2400,120,0,10,14,13,0,0,10,11,0,0,11,11
D006-9,ＷＴ１　ｍＲＮＡ,160181850,ＷＴ１　ｍＲＮＡ,2520,103248,8463,8328,8274,8958,8661,8552,9065,8477,8749,8820,8109,8792
D007,血液化学検査,160000550,ケトン体試験紙法（血中）,11,37675,3426,3453,3450,3473,3351,3166,3054,2979,3109,2960,2774,2480
D007,血液化学検査,160000650,ケトン体アンプル法（血中）,11,3646,317,304,312,324,350,280,295,274,322,329,293,246
D007,血液化学検査,160000750,糖試験紙法（血中）,11,4615471,404854,385049,384455,403380,391587,375021,391915,378000,388299,374224,367435,371252
D007,血液化学検査,160000850,糖アンプル法（血中）,11,319868,28320,26978,26891,28285,26580,26203,27439,25819,26281,26268,24951,25853
D007,血液化学検査,160000950,クロール試験紙法（血中）,11,23639,1948,1806,1931,2068,2000,1997,2083,1979,1939,2073,1901,1914
D007,血液化学検査,160001050,クロールアンプル法（血中）,11,16989,1575,1514,1484,1604,1459,1377,1340,1309,1376,1360,1260,1331
D007,血液化学検査,160017010,総ビリルビン,11,92280492,7923005,7695456,7700094,8130067,7656339,7546385,7951208,7460493,7642648,7736838,7252569,7585390
D007,血液化学検査,160017110,直接ビリルビン,11,19812428,1674025,1639793,1646275,1752271,1653542,1627562,1725966,1616142,1648006,1662972,1543105,1622769
